S-1	S-10	S-11	S-12	S-17	S-18	S-19	S-2	S-20	S-21	S-22	S-23	S-24	S-25	S-26	S-27	S-28	S-29	S-3	S-30	S-31	S-32	S-33	S-34	S-35	S-36	S-37	S-38	S-39	S-4	S-40	S-5	S-6	S-7	S-8	S-9	taxonomy
2	0	3	3	28	9	0	0	5	23	4	0	0	0	0	0	1	0	0	1	0	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria
0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	6	2	4	27	0	0	9	0	0	28	11	0	0	0	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Tistrellales; Geminicoccaceae
0	2	0	0	0	0	1	0	0	0	0	28	3	4	7	2	0	0	1	0	0	0	28	0	1	3	0	0	3	0	0	0	0	0	0	14	Desulfobacterota; Desulfobacteria; Desulfatiglandales; Desulfatiglandaceae; Desulfatiglans
0	0	0	0	2	2	8	0	1	2	2	0	0	0	0	2	0	0	0	0	1	27	0	0	0	0	0	0	0	12	0	0	0	28	4	0	Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 10
28	0	0	0	10	1	0	4	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	2	5	8	0	0	Acidobacteriota; Holophagae; Acanthopleuribacterales; Acanthopleuribacteraceae; Acanthopleuribacter
0	2	0	0	0	0	0	0	9	0	0	28	14	11	3	0	0	1	1	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	16	Desulfobacterota; Desulfobacteria; Desulfatiglandales; Desulfatiglandaceae; Desulfatiglans
2	1	0	0	0	0	0	0	0	0	0	23	0	0	1	2	0	0	1	0	0	0	28	0	0	0	0	0	3	0	0	15	3	0	0	9	NB1-j
9	0	4	28	0	2	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	2	0	Proteobacteria; Gammaproteobacteria
6	0	0	0	0	0	1	0	0	0	0	13	1	0	4	1	0	0	0	0	0	0	28	0	0	0	0	0	5	0	0	12	11	0	0	5	Proteobacteria; Gammaproteobacteria
0	0	0	0	2	0	0	1	0	0	4	0	0	0	0	0	0	28	1	17	5	1	0	3	0	0	0	14	0	0	2	0	0	0	5	0	Bacteroidota; Rhodothermia; Balneolales; Balneolaceae; Aliifodinibius
0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	8	6	4	9	0	28	0	0	0	26	0	0	0	0	0	1	0	0	Gemmatimonadota; BD2-11 terrestrial group
0	6	0	0	28	3	0	1	2	2	5	0	1	0	1	4	0	1	4	0	10	2	0	1	1	0	0	0	0	3	0	0	0	2	3	0	Gemmatimonadota; BD2-11 terrestrial group
0	0	0	0	0	28	0	0	0	2	14	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	25	1	0	0	0	0	0	0	2	0	Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae
0	0	0	0	1	28	0	0	0	2	4	0	0	0	0	0	0	0	12	0	3	0	0	0	0	0	28	0	0	0	0	0	0	0	2	0	Bacteroidota; Bacteroidia; Chitinophagales; Saprospiraceae
1	0	0	0	0	0	5	0	2	0	2	28	1	1	1	4	1	1	0	0	0	0	4	0	0	0	0	0	4	1	0	0	3	0	0	19	Proteobacteria; Alphaproteobacteria; Defluviicoccales; Defluviicoccaceae; Defluviicoccus
0	1	0	1	0	8	0	2	0	0	0	0	0	0	0	0	0	28	0	0	1	0	0	0	0	0	3	3	0	2	2	0	0	0	0	0	Firmicutes; Bacilli; Alicyclobacillales; Alicyclobacillaceae; Tumebacillus
28	0	2	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	Bacteroidota; Bacteroidia; Bacteroidales; Prolixibacteraceae
2	1	0	0	0	0	0	6	5	0	0	15	0	2	28	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10	Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae
4	0	8	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	Acidobacteriota; Subgroup 26
3	1	1	2	0	0	0	6	5	0	0	2	28	11	0	1	0	0	0	0	1	0	0	2	1	7	0	0	0	1	0	0	0	0	0	1	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
1	21	0	1	0	1	0	0	28	0	0	1	0	1	0	10	0	1	2	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria
0	0	0	0	0	0	0	0	2	11	3	0	0	0	0	0	3	0	0	0	0	10	0	0	0	0	0	0	0	13	0	0	0	28	1	0	Proteobacteria; Gammaproteobacteria; Burkholderialesitrosomonadaceae
0	0	0	0	0	0	0	0	0	0	0	21	0	0	9	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	2	1	0	0	10	Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae
0	8	0	0	0	0	0	0	7	0	0	0	23	28	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	Desulfobacterota
0	0	0	0	0	0	28	0	1	0	1	0	0	0	0	1	18	1	0	0	0	1	0	0	0	0	0	0	0	0	0	13	2	4	0	0	Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae
0	0	0	0	0	0	0	0	0	0	0	28	4	1	4	0	0	1	0	0	1	0	20	0	0	2	0	0	0	0	0	0	0	0	0	5	Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; Ilumatobacter
0	0	0	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	28	1	7	0	0	15	0	0	8	0	0	1	0	0	0	2	1	0	Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae
13	0	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	5	5	0	7	28	0	1	0	Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 10
0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	21	0	0	0	28	3	0	Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 10
1	0	1	28	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	17	3	0	3	0	0	3	1	0	1	0	0	0	0	0	0	Firmicutes; Bacilli; Bacillales; Bacillaceae
0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	4	0	5	12	0	0	1	0	0	5	28	0	0	1	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
10	28	0	0	0	0	0	3	1	0	0	1	0	1	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	Bacteroidota; Bacteroidia
0	0	0	0	0	0	28	0	1	1	0	0	0	0	0	1	25	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	Proteobacteria; Alphaproteobacteria; Parvibaculales; PS1 clade
0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	1	0	7	0	0	3	0	5	0	0	1	0	3	5	0	1	0	28	1	0	Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	17	0	0	0	0	0	2	28	0	0	0	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
2	0	0	0	0	0	1	2	0	0	28	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	9	0	5	2	2	0	0	Gemmatimonadota; BD2-11 terrestrial group
0	0	0	0	1	0	1	0	2	6	0	0	0	0	0	0	0	0	8	0	1	28	0	0	0	0	0	0	0	3	0	0	0	4	1	0	Proteobacteria; Gammaproteobacteria
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	28	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Caulobacterales; Hyphomonadaceae; SWB02
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	2	0	0	0	9	0	0	0	28	0	0	0	0	0	1	0	0	Chloroflexi; Dehalococcoidia; S085
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	3	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	Actinobacteriota; Actinobacteria
2	0	11	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	11	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	Actinobacteriota; Actinobacteria
0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	28	2	1	0	0	Proteobacteria; Gammaproteobacteria; Oceanospirillales
0	0	28	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	28	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	0	Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae; Fulvivirga
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	1	0	1	0	0	0	3	0	3	1	0	0	1	0	Firmicutes; Bacilli; Bacillales
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	28	0	1	4	0	0	0	0	0	Chloroflexi; KD4-96
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	1	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	Actinobacteriota; Actinobacteria; Frankiales; Geodermatophilaceae; Geodermatophilus
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	28	0	0	0	0	0	0	0	0	Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14
0	0	27	16	16	21	0	0	0	2	18	0	0	0	0	0	0	0	22	0	1	3	0	7	0	0	0	0	0	17	0	0	0	11	11	0	Acidobacteriota; Vicinamibacteria; Subgroup 9
3	1	0	0	9	4	20	0	1	9	7	2	1	3	0	8	3	1	6	0	0	6	0	0	0	0	0	0	5	17	0	27	14	25	5	1	Proteobacteria; Alphaproteobacteria
0	0	1	4	0	0	0	5	0	0	9	0	1	0	0	0	0	0	0	0	27	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	Gemmatimonadota; PAUC43f marine benthic group
4	27	0	0	0	0	0	0	1	0	4	12	0	0	19	12	0	2	2	0	0	0	6	0	14	3	0	0	0	0	0	22	24	0	0	12	Verrucomicrobiota; Kiritimatiellae; Kiritimatiellales; Kiritimatiellaceae; R76-B128
6	1	0	0	3	1	6	0	0	1	20	0	0	0	0	0	12	0	0	0	2	0	0	1	2	0	0	0	27	11	0	20	16	23	1	1	Proteobacteria; Gammaproteobacteria
3	27	0	0	0	0	0	1	12	0	1	6	3	10	7	8	0	0	1	0	1	0	8	0	24	13	1	0	0	0	0	5	7	0	2	8	Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Erythrobacter
2	0	0	0	1	0	27	0	2	1	16	3	0	0	0	2	14	0	2	0	0	7	0	0	3	0	0	0	8	6	0	20	13	20	0	1	Proteobacteria; Gammaproteobacteria
0	0	3	9	27	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	Bacteroidota; Rhodothermia; Balneolales; Balneolaceae
14	11	2	0	2	3	0	2	27	2	14	1	2	5	7	5	0	0	12	0	2	0	3	0	3	5	0	0	2	7	0	1	3	2	4	1	Proteobacteria; Alphaproteobacteria; Kiloniellales
1	0	0	0	1	2	6	0	1	11	2	2	0	0	0	0	5	0	23	3	2	0	0	27	0	1	3	27	3	3	0	7	1	4	5	0	Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14
0	0	0	0	27	1	13	0	5	23	2	0	0	0	0	1	10	0	4	1	0	17	0	5	0	0	0	0	3	3	0	7	1	19	0	0	Proteobacteria; Alphaproteobacteria; Rhizobiales
16	8	0	0	0	0	0	11	16	0	0	4	6	15	2	1	0	1	3	0	0	0	3	0	13	27	1	0	0	9	0	0	1	0	2	1	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
10	0	27	9	13	4	0	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	17	0	Proteobacteria; Gammaproteobacteria; Oceanospirillales; Saccharospirillaceae; Saccharospirillum
0	11	0	0	0	0	0	0	22	0	0	2	24	23	2	5	1	0	2	0	0	0	2	0	8	27	0	0	0	0	0	1	0	0	0	1	Proteobacteria; Gammaproteobacteria; Steroidobacterales; Woeseiaceae; Woeseia
0	13	0	0	0	0	0	0	16	1	0	3	7	16	4	14	0	1	0	0	0	0	3	0	15	27	0	0	0	0	0	0	3	0	0	3	Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; Ilumatobacter
3	0	0	0	27	5	1	0	1	15	7	0	0	0	0	0	4	0	10	0	0	8	0	0	0	0	0	0	0	5	0	4	1	27	1	0	Entotheonellaeota; Entotheonellia; Entotheonellales; Entotheonellaceae; Candidatus Entotheonella
0	2	0	0	0	0	0	0	7	0	0	27	12	10	7	1	0	2	0	0	0	0	27	0	4	6	0	0	1	0	1	0	0	0	0	7	NB1-j
12	3	0	0	13	9	0	0	0	2	11	2	0	0	1	0	4	0	0	0	0	12	1	0	0	0	0	0	0	15	0	0	1	27	0	0	Proteobacteria; Gammaproteobacteria; EPR3968-O8a-Bc78
0	18	0	0	0	0	0	0	19	0	0	3	19	27	4	3	0	0	3	0	0	0	0	0	3	9	0	0	0	0	0	1	1	0	0	3	Proteobacteria; Gammaproteobacteria; Ectothiorhodospirales; Ectothiorhodospiraceae; Thiogranum
0	0	0	0	0	0	27	0	1	0	17	0	0	0	0	1	14	0	0	0	1	2	0	0	1	0	0	0	1	4	0	17	9	18	0	0	Acidobacteriota; Acidobacteriae; PAUC26f
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	23	18	0	0	0	0	0	15	9	0	0	27	0	0	0	0	0	Proteobacteria; Alphaproteobacteria
0	12	0	0	0	0	0	0	18	0	0	2	20	18	4	2	0	0	1	0	0	0	0	0	4	27	0	0	0	0	0	0	0	0	0	1	Gemmatimonadota; PAUC43f marine benthic group
1	27	0	0	0	0	0	0	18	0	0	2	14	12	1	3	0	0	3	0	0	0	1	0	11	10	0	0	0	1	0	0	0	0	0	3	Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; Halioglobus
0	13	0	0	0	0	0	0	26	0	0	1	27	16	2	6	0	0	4	0	0	0	1	0	4	5	0	0	0	1	0	2	0	0	0	0	Desulfobacterota
0	0	1	1	3	5	4	0	0	11	1	0	0	0	0	0	4	10	1	15	0	4	0	1	0	0	0	0	0	0	0	3	11	3	27	0	Proteobacteria; Gammaproteobacteria; Oceanospirillales; Saccharospirillaceae; Saccharospirillum
0	25	0	0	0	0	0	1	27	0	0	0	4	5	1	9	0	1	0	0	0	0	1	0	10	8	0	0	0	1	0	1	2	0	2	3	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	0	0	0	18	1	0	0	1	9	0	0	0	0	0	0	0	0	22	1	1	2	0	10	0	0	1	5	0	0	0	0	0	0	27	0	Acidobacteriota; Subgroup 26
3	0	0	0	0	1	4	0	0	0	0	0	1	2	2	2	5	1	0	27	1	0	2	10	1	0	4	5	6	2	0	5	5	1	2	2	Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium
2	8	0	0	0	0	0	0	13	0	5	2	2	3	1	16	0	0	2	0	1	0	2	0	9	2	0	0	0	0	0	2	27	0	0	0	Proteobacteria; Gammaproteobacteria
2	0	5	7	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	21	0	0	0	0	0	27	0	0	1	0	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	14	0	0	0	0	0	0	27	0	0	6	11	3	2	5	0	1	0	0	0	0	0	0	9	14	0	0	0	0	0	0	0	0	0	2	Gemmatimonadota; BD2-11 terrestrial group
0	0	0	0	0	0	0	0	1	0	0	27	8	1	14	1	0	1	0	1	0	0	14	0	2	1	0	0	2	0	0	3	2	0	0	16	Proteobacteria; Gammaproteobacteria
0	0	6	0	10	3	2	0	0	0	8	0	0	0	0	1	1	0	10	0	4	6	0	0	0	0	0	0	1	27	0	1	0	13	0	0	Nitrospirotaitrospiriaitrospiralesitrospiraceaeitrospira
5	19	1	0	0	0	0	5	27	0	1	2	2	2	1	14	0	0	5	0	0	0	0	0	3	1	0	0	0	1	0	0	2	0	0	1	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
2	0	0	0	1	15	0	0	0	0	1	0	0	0	0	0	0	0	27	0	1	7	0	2	0	0	0	0	0	22	0	0	0	3	1	0	Proteobacteria; Gammaproteobacteriaitrosococcalesitrosococcaceae; Cm1-21
0	0	0	0	27	3	0	0	0	10	0	0	0	0	0	0	0	0	17	0	1	0	0	12	0	0	0	11	0	1	0	0	0	0	6	0	Proteobacteria; Gammaproteobacteria
1	1	0	0	0	0	7	1	0	0	0	27	0	0	12	3	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	3	5	0	0	20	Proteobacteria; Gammaproteobacteria; Ectothiorhodospirales; Ectothiorhodospiraceae; Thiogranum
1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	18	6	1	12	0	0	3	0	0	27	6	0	0	10	0	0	0	1	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Limibaculum
2	0	0	0	0	0	4	0	0	0	5	1	0	0	1	0	1	0	0	0	0	5	2	1	0	1	0	0	10	7	0	10	7	27	0	2	Proteobacteria; Alphaproteobacteria; Rhizobiales
4	8	0	0	0	1	0	2	16	0	0	3	2	5	2	27	1	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	5	Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; Pseudohaliea
1	6	0	0	0	0	0	0	27	0	0	1	18	9	5	10	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	1	0	0	0	Gemmatimonadota; BD2-11 terrestrial group
0	27	0	0	0	0	0	2	11	0	0	2	4	24	1	7	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	1	Proteobacteria; Zetaproteobacteria; Mariprofundales; Mariprofundaceae; Mariprofundus
0	0	0	0	0	0	1	0	0	0	0	27	1	0	7	0	0	1	0	0	0	0	14	0	0	0	0	0	5	0	0	0	7	0	0	19	Proteobacteria; Alphaproteobacteria; Rhizobiales
0	4	0	0	0	0	0	0	2	0	0	20	2	3	3	2	0	0	2	0	0	0	27	0	2	2	0	0	0	0	0	2	1	0	0	7	Myxococcota; Polyangia
0	0	0	0	5	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	27	0	0	0	0	0	0	0	0	Entotheonellaeota; Entotheonellia; Entotheonellales; Entotheonellaceae; Candidatus Entotheonella
0	0	2	0	1	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	3	5	0	8	0	0	4	0	0	1	0	0	0	11	27	0	Proteobacteria; Gammaproteobacteria; HOC36
0	4	0	0	0	0	0	0	7	0	0	2	5	11	1	2	0	0	0	0	0	0	3	0	10	27	0	0	0	0	0	0	0	0	0	2	Desulfobacterota; Desulfuromonadia; Sva1033
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	27	0	0	12	0	0	13	3	0	0	0	0	0	0	15	0	Proteobacteria; Gammaproteobacteria
0	0	0	0	2	0	0	0	1	24	0	0	0	0	0	0	0	0	8	2	0	2	0	27	0	0	0	5	0	1	0	0	0	1	1	0	Proteobacteria; Gammaproteobacteria
5	0	0	0	2	1	5	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	6	27	0	0	0	Proteobacteria; Gammaproteobacteria; Oceanospirillalesitrincolaceae
0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	1	27	2	3	0	0	4	0	0	8	3	0	0	0	0	0	0	13	0	Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Gemmatimonas
0	0	0	0	0	0	0	0	16	0	0	0	23	27	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae; Sva0081 sediment group
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	2	1	11	2	5	0	8	4	27	1	2	0	0	1	0	1	Firmicutes; Bacilli; Bacillales; Bacillaceae
0	12	0	0	0	0	0	1	27	0	0	5	5	5	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae; Desulfosarcina
0	2	0	0	0	0	0	0	1	0	0	0	27	19	2	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	2	Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Halochromatium
0	0	11	27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	Bacteroidota; Bacteroidia; Chitinophagales; Saprospiraceae; Phaeodactylibacter
0	1	0	0	0	0	2	0	4	0	0	0	2	0	1	0	0	0	0	1	1	0	16	1	2	5	0	0	27	1	0	0	1	0	0	0	Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
3	6	0	0	0	2	2	0	1	0	27	0	1	1	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	2	0	2	11	0	0	0	Proteobacteria; Gammaproteobacteria
0	0	0	0	7	27	0	0	3	18	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae
0	0	0	0	0	2	27	0	0	0	0	0	0	0	0	1	12	0	3	0	0	8	0	4	0	0	0	0	0	0	0	0	0	5	1	0	Proteobacteria; Alphaproteobacteria
0	0	0	0	0	0	0	0	0	0	0	27	3	0	5	0	0	1	0	0	0	0	19	0	1	1	0	0	0	0	0	0	0	0	0	5	Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 23
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	2	0	5	0	0	19	0	0	0	0	0	0	0	27	0	Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	25	27	0	1	0	Proteobacteria; Gammaproteobacteria
0	27	0	0	0	0	0	0	6	0	0	0	1	6	0	3	0	0	1	0	0	0	1	0	9	4	0	0	0	0	0	0	1	0	0	1	Proteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Thalassotalea
0	10	0	0	1	0	0	0	3	1	0	0	1	4	0	27	0	0	3	1	2	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae; Fulvivirga
0	0	0	0	0	0	3	0	0	27	1	0	0	0	0	0	0	6	0	12	0	0	0	0	0	0	0	1	0	2	0	1	4	3	0	0	Myxococcota; Polyangia; Polyangiales; BIrii41
3	0	0	0	0	0	5	0	0	0	27	0	0	0	0	7	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	6	2	0	1	Proteobacteria; Gammaproteobacteria
0	27	0	0	0	0	0	0	1	0	0	1	4	14	0	0	0	0	1	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	Bacteroidota; Bacteroidia
0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae; Marinoscillum
0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	27	0	0	2	0	13	0	0	0	8	0	0	0	0	1	0	0	0	Actinobacteriota
0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	17	0	1	0	5	0	0	0	27	0	0	0	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhizobiales
0	1	0	0	0	0	0	0	0	0	1	13	0	0	2	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	11	Myxococcota; Polyangia
4	1	0	0	0	0	0	0	0	0	0	4	1	0	2	1	0	0	0	0	0	0	2	1	4	2	0	0	0	0	0	4	27	0	0	1	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Limibaculum
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	27	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae
0	4	0	0	0	0	0	0	27	0	0	1	1	2	0	17	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroidota; Bacteroidia; Chitinophagales; Saprospiraceae
0	1	0	0	0	0	0	1	0	0	0	27	0	0	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	8	Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidetes BD2-2
1	0	27	0	3	2	0	0	0	5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Oceanospirillum
1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	27	0	0	0	0	8	0	0	0	0	0	0	0	2	0	2	0	9	0	0	Bacteroidota; Bacteroidia; Flavobacteriales; Cryomorphaceae; Phaeocystidibacter
0	0	0	0	27	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	3	0	0	2	0	0	2	1	0	0	0	0	0	0	4	0	Proteobacteria; Gammaproteobacteria; Steroidobacterales; Woeseiaceae; Woeseia
0	0	27	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroidota; Bacteroidia; Chitinophagales; Saprospiraceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	27	2	0	0	0	0	0	12	2	0	0	0	0	0	0	2	0	Proteobacteria; Gammaproteobacteria
2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	27	0	0	0	0	0	4	0	0	1	0	0	0	0	1	0	Halobacterota; Halobacteria; Halobacterales; Haloferacaceae; Haloplanus
2	0	0	0	0	0	27	0	1	0	1	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	Proteobacteria; Gammaproteobacteria
